UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,325
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2016/17,5
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2017/18,795
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,735
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2017/18,915
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,325
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2017/18,5
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2018/19,800
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,745
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2018/19,930
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,300
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2018/19,5
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2019/20,795
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,760
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2019/20,920
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,265
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2019/20,0
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2020/21,770
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,760
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2020/21,895
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,240
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2020/21,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2014/15,40
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,55
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2014/15,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2014/15,10
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,25
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2014/15,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2015/16,35
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,50
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2015/16,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2015/16,15
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,25
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2015/16,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2016/17,30
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,55
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2016/17,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2016/17,15
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,25
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2016/17,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2017/18,25
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,55
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2017/18,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2017/18,10
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,25
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2017/18,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2018/19,25
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,40
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2018/19,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2018/19,10
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,25
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2018/19,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2019/20,5
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,40
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2019/20,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2019/20,5
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,10
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2019/20,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Academic,Academic,2020/21,0
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,20
10008574,The University of Wales (central functions),Wales,Wales,Full-time,Academic atypical,Academic,Academic,2020/21,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Academic,Academic,2020/21,0
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,5
10008574,The University of Wales (central functions),Wales,Wales,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2014/15,1860
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,2265
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2014/15,740
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,1220
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2014/15,2070
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2015/16,1920
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,2375
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2015/16,825
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,1195
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2015/16,2000
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2016/17,1995
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,2515
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2016/17,860
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,1270
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2016/17,2020
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2017/18,2045
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,2630
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2017/18,870
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,1360
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2017/18,2100
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2018/19,2120
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,2780
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2018/19,510
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,1400
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2018/19,2255
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2019/20,2195
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,3025
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2019/20,965
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,1465
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2019/20,1925
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Academic,Academic,2020/21,2200
10007163,The University of Warwick,England,West Midlands,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,3005
10007163,The University of Warwick,England,West Midlands,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Academic,Academic,2020/21,805
10007163,The University of Warwick,England,West Midlands,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,1330
10007163,The University of Warwick,England,West Midlands,Part-time,Academic atypical,Academic,Academic,2020/21,1045
10007361,Waverley Abbey College,England,South East,Full-time,Non-atypical,Academic,Academic,2020/21,0
10007361,Waverley Abbey College,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007361,Waverley Abbey College,England,South East,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007361,Waverley Abbey College,England,South East,Part-time,Non-atypical,Academic,Academic,2020/21,15
10007361,Waverley Abbey College,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007361,Waverley Abbey College,England,South East,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007164,"University of the West of England, Bristol",England,South West,Full-time,Non-atypical,Academic,Academic,2014/15,960
